filename,genre,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
009_ProveItOnMeBlues.mp3,Blues,0.304583371,0.123942092,942.5937642,1236.879675,1895.730203,0.038754112,-217.5552979,166.4578857,-24.82313919,42.9449501,10.239604,-0.959690452,-16.2837677,-10.04827976,-7.709815025,-12.00602531,-7.26763916,-13.70666504,-13.83661938,-13.55341625,-13.05243397,-16.00528717,-12.97894764,-6.322412968,-2.172249079,-1.214273691
010_BuyUaDrank(ShawtySnappin')(feat.YungJoc.mp3,Blues,0.468084335,0.258407503,2672.597928,2735.044731,5896.17268,0.0947927,-79.65348053,63.54114151,9.306380272,26.86245346,8.942738533,10.53984833,-11.67639923,5.990177631,0.392025411,7.911083698,2.822628736,4.330482006,3.902077675,3.552173615,0.720468044,5.234419823,-1.32156527,3.757110596,0.999301136,4.889489174
010_BuyUaDrankShawtySnappinfeatYungJoc.mp3,Blues,0.468084335,0.258407503,2672.597928,2735.044731,5896.17268,0.0947927,-79.65348053,63.54114151,9.306380272,26.86245346,8.942738533,10.53984833,-11.67639923,5.990177631,0.392025411,7.911083698,2.822628736,4.330482006,3.902077675,3.552173615,0.720468044,5.234419823,-1.32156527,3.757110596,0.999301136,4.889489174
011_SittinUpInMyRoom.mp3,Blues,0.351615608,0.238945261,2956.784754,3095.955518,7062.423961,0.125619044,-38.80809021,76.27877808,23.8621006,16.62415314,6.785467625,0.983660519,6.338195801,-9.216478348,1.159014344,3.939893007,-15.71405315,0.335941404,-8.500098228,0.852326095,-4.813518524,1.484315276,-3.968080997,6.564648151,-0.697215855,-0.82879287
011_Sittin'UpInMyRoom.mp3,Blues,0.351615608,0.238945261,2956.784754,3095.955518,7062.423961,0.125619044,-38.80809021,76.27877808,23.8621006,16.62415314,6.785467625,0.983660519,6.338195801,-9.216478348,1.159014344,3.939893007,-15.71405315,0.335941404,-8.500098228,0.852326095,-4.813518524,1.484315276,-3.968080997,6.564648151,-0.697215855,-0.82879287
012_ThinkAboutMe.mp3,Blues,0.456688404,0.278451145,1535.936797,2126.631603,3427.204276,0.045934341,-145.9623413,114.2032318,13.40755653,13.02713013,6.771047592,13.79747772,1.90427947,4.001830101,-14.11921883,13.3965416,3.333028555,4.299685955,3.320771217,2.693217039,-3.709894896,-2.039477348,-2.02087307,3.713954926,2.773146152,6.857538223
013_YouRockMyWorld-RadioEdit.mp3,Blues,0.449141711,0.229997456,3157.569514,2896.15943,6775.550696,0.154909494,-9.414575577,60.51853943,7.737785339,27.6115284,3.215276957,5.613688469,-5.95083952,6.6875,-5.616834641,2.916695595,-6.571082115,-1.923451543,-8.758760452,-1.2569592,-7.309606552,-1.683426857,-3.977459431,2.415438652,-4.691053867,2.1789217
013_YouRockMyWorldRadioEdit.mp3,Blues,0.449141711,0.229997456,3157.569514,2896.15943,6775.550696,0.154909494,-9.414575577,60.51853943,7.737785339,27.6115284,3.215276957,5.613688469,-5.95083952,6.6875,-5.616834641,2.916695595,-6.571082115,-1.923451543,-8.758760452,-1.2569592,-7.309606552,-1.683426857,-3.977459431,2.415438652,-4.691053867,2.1789217
014_Promise.mp3,Blues,0.366595775,0.217246041,2611.938862,2588.05904,5421.325551,0.12284733,-29.33759117,81.99227142,-16.3105793,12.61028004,-5.909843922,1.215764046,3.105859518,-9.057641983,-4.800993443,5.973255157,-12.70359993,1.681438088,-5.419917583,5.989272594,-2.539334536,7.678283215,-5.510898113,4.015539646,-4.448756218,1.672628999
015_PosttoBe(feat.ChrisBrown&JheneAiko.mp3,Blues,0.366263092,0.276401401,2319.512319,2503.34788,5010.594702,0.094384539,-51.42203903,93.30554962,8.621653557,26.61029053,4.13330555,8.740065575,1.850767136,6.02320528,0.86075747,13.75808716,5.427710533,4.288691521,1.842426896,1.696164727,-1.350722551,-0.745399773,-3.186867237,5.700290203,-7.808282375,2.61482954
015_PosttoBefeatChrisBrownJheneAiko.mp3,Blues,0.366263092,0.276401401,2319.512319,2503.34788,5010.594702,0.094384539,-51.42203903,93.30554962,8.621653557,26.61029053,4.13330555,8.740065575,1.850767136,6.02320528,0.86075747,13.75808716,5.427710533,4.288691521,1.842426896,1.696164727,-1.350722551,-0.745399773,-3.186867237,5.700290203,-7.808282375,2.61482954
016_PurpleEmoji(feat.J.Cole.mp3,Blues,0.361102968,0.233986557,2623.422531,2792.824472,5930.297474,0.102408678,-78.71107483,80.35617065,22.67563629,14.38335037,1.296161532,3.65162921,-11.69322586,4.655825138,-18.44209671,1.085211635,0.004525896,-5.910696507,-1.842989087,-0.44117412,-4.417294025,2.402734041,-2.894752979,0.699735761,-0.177482575,1.175637007
016_PurpleEmojifeatJCole.mp3,Blues,0.361102968,0.233986557,2623.422531,2792.824472,5930.297474,0.102408678,-78.71107483,80.35617065,22.67563629,14.38335037,1.296161532,3.65162921,-11.69322586,4.655825138,-18.44209671,1.085211635,0.004525896,-5.910696507,-1.842989087,-0.44117412,-4.417294025,2.402734041,-2.894752979,0.699735761,-0.177482575,1.175637007
017_COFFEE.mp3,Blues,0.504537463,0.379437476,2443.071146,2847.440455,5695.373894,0.058371529,-53.88920975,95.56200409,26.06278992,17.87085533,14.82720089,3.382596254,8.597166061,8.268923759,2.78350687,20.00959969,-2.103238344,11.95788574,-2.323300123,8.593478203,1.820888519,-1.96295011,1.598701596,3.258803844,0.607749164,5.185263634
018_NobodyKnows.mp3,Blues,0.373729467,0.189293057,2370.223585,2866.439854,5940.005748,0.080609868,-97.46424866,93.42707825,41.24448395,24.08040428,10.01089478,7.952018261,-0.026905732,6.063792706,-11.18829346,9.724289894,-7.898189545,1.021070957,-5.914079189,4.965003967,-3.787166834,2.708064556,-1.923601389,3.651232243,-2.824144602,4.021767616
019_LostOne.mp3,Blues,0.282699406,0.290234685,2021.858091,2290.550332,3762.027252,0.095487707,-43.6372757,111.5640259,-15.25773239,-8.349332809,8.533781052,-7.973181725,-4.898191929,-2.609956741,-12.91985226,10.07659626,-15.57424259,-2.819755316,-11.86422348,-2.246134281,-10.54550266,-9.733914375,-3.90874958,-2.591523647,-11.41395664,-3.615142822
020_BetweenUs(feat.SnohAalegra.mp3,Blues,0.503664613,0.346701622,1931.213036,2534.890486,4700.446577,0.033631694,-132.9364319,101.3219528,52.46687698,24.08027458,6.777375698,18.92738724,2.673318386,18.69618416,3.228910208,16.10783195,9.318940163,7.877118587,3.229160786,11.63250732,0.898071885,10.1360569,0.680319011,5.967360973,4.611608028,7.456720829
020_BetweenUsfeatSnohAalegra.mp3,Blues,0.503664613,0.346701622,1931.213036,2534.890486,4700.446577,0.033631694,-132.9364319,101.3219528,52.46687698,24.08027458,6.777375698,18.92738724,2.673318386,18.69618416,3.228910208,16.10783195,9.318940163,7.877118587,3.229160786,11.63250732,0.898071885,10.1360569,0.680319011,5.967360973,4.611608028,7.456720829
021_TheyreRedHotSA26271.mp3,Blues,0.309046835,0.074822545,1712.537743,1866.202323,3246.613702,0.074378235,-197.6576843,117.0642166,-26.15655327,38.01068497,5.881372452,-5.60577774,-9.702435493,-4.192005157,-14.75690269,-4.584532738,-9.028898239,-6.150761127,-5.917114735,-5.066627026,-11.87932301,-9.054227829,-13.91087723,-4.508265018,-6.287035942,0.577910602
021_They'reRedHot-SA.2627-1.mp3,Blues,0.309046835,0.074822545,1712.537743,1866.202323,3246.613702,0.074378235,-197.6576843,117.0642166,-26.15655327,38.01068497,5.881372452,-5.60577774,-9.702435493,-4.192005157,-14.75690269,-4.584532738,-9.028898239,-6.150761127,-5.917114735,-5.066627026,-11.87932301,-9.054227829,-13.91087723,-4.508265018,-6.287035942,0.577910602
022_OuttaMySystem.mp3,Blues,0.463120461,0.255765527,2473.507057,2600.671643,5392.225727,0.093816893,-67.47248077,82.48183441,3.194622517,20.42012215,2.0450387,1.25850749,-1.609422207,4.581332684,-9.267394066,5.685349464,-3.342899323,3.121490479,-1.541300297,2.123693228,0.294861406,7.350656986,-2.605227947,6.903693676,-1.687220693,5.365120888
023_Adorn.mp3,Blues,0.421132743,0.352098674,1746.754782,2166.438423,3602.144885,0.056218103,-73.8677063,119.4402847,13.12728119,20.78380394,6.45787096,12.04117393,7.80530262,11.60034752,-1.262204409,14.38567543,8.093420982,4.756473064,3.87973237,-0.055378243,0.014851774,3.212682009,-1.235220909,10.59434795,2.073232651,9.27288723
024_DJGotUsFallinInLovefeatPitbull.mp3,Blues,0.415061682,0.268752486,3410.750444,2955.783345,7108.332017,0.177791442,15.66885185,53.05459213,4.708887577,17.01885033,5.581560135,14.47533512,1.749828815,10.1545105,1.256978393,13.60857391,-7.257768631,-0.71562624,2.209272861,-1.140093446,-7.275702,7.735325813,3.896288633,4.591303825,-1.505276561,5.799763203
024_DJGotUsFallin'InLove(feat.Pitbull.mp3,Blues,0.415061682,0.268752486,3410.750444,2955.783345,7108.332017,0.177791442,15.66885185,53.05459213,4.708887577,17.01885033,5.581560135,14.47533512,1.749828815,10.1545105,1.256978393,13.60857391,-7.257768631,-0.71562624,2.209272861,-1.140093446,-7.275702,7.735325813,3.896288633,4.591303825,-1.505276561,5.799763203
025_PartyontheWestCoast(feat.SnoopDogg.mp3,Blues,0.443368942,0.256891549,2749.920696,2711.691493,6017.930277,0.111399175,-18.00915527,75.00534821,4.552788258,25.70195198,-0.245694995,14.64184952,-4.971479416,8.15585041,-4.701365948,3.460026741,-0.486698687,8.490244865,-1.186728835,4.227229118,-0.147616118,2.628404379,0.257344812,3.593673706,-0.008126155,4.892026424
025_PartyontheWestCoastfeatSnoopDogg.mp3,Blues,0.443368942,0.256891549,2749.920696,2711.691493,6017.930277,0.111399175,-18.00915527,75.00534821,4.552788258,25.70195198,-0.245694995,14.64184952,-4.971479416,8.15585041,-4.701365948,3.460026741,-0.486698687,8.490244865,-1.186728835,4.227229118,-0.147616118,2.628404379,0.257344812,3.593673706,-0.008126155,4.892026424
026_LetMeHoldYou(feat.Omarion.mp3,Blues,0.44766888,0.265390724,2245.922669,2459.75767,4894.895401,0.080661266,-78.95716095,91.59442902,10.18382359,28.61793137,1.370978236,5.841119766,2.312914133,10.98956776,-7.845306873,10.936409,-4.658069134,5.36346817,0.491448283,10.3842802,-0.233249351,7.75120163,-2.112164259,5.225981712,-4.423790455,0.896865904
026_LetMeHoldYoufeatOmarion.mp3,Blues,0.44766888,0.265390724,2245.922669,2459.75767,4894.895401,0.080661266,-78.95716095,91.59442902,10.18382359,28.61793137,1.370978236,5.841119766,2.312914133,10.98956776,-7.845306873,10.936409,-4.658069134,5.36346817,0.491448283,10.3842802,-0.233249351,7.75120163,-2.112164259,5.225981712,-4.423790455,0.896865904
027_UseYourHeart.mp3,Blues,0.340242594,0.14934963,2445.11171,2583.168678,5143.960562,0.10887009,-103.6954803,93.48885345,-1.934518576,5.069363594,-6.581192017,-2.05130887,6.404789925,-6.198453426,1.208877802,5.430617809,-7.280524254,5.535096645,-6.336742401,3.761002302,-9.29959774,3.020353079,-5.862244129,-0.557950735,-3.654364586,1.068088531
028_CrossRoadBlues.mp3,Blues,0.272565395,0.105892822,1449.201209,1774.889665,2839.107832,0.064823493,-210.7379303,123.238945,-8.003800392,45.65797424,9.188921928,4.556578159,3.946543455,-6.919264317,-14.64533234,4.846386909,0.33114633,-2.923435926,-1.323249698,1.510954618,-7.529248714,-8.207819939,-11.63916397,-1.949661732,-3.638844967,-1.198572874
029_OnlyYou(feat.TheNotoriousB.I.G.&Mase)-BadBoyRemix.mp3,Blues,0.360452712,0.205672786,2870.68483,2946.878218,6447.927677,0.110726466,-85.38200378,71.83097839,30.76878357,16.611763,2.68947649,12.94047546,-7.185407639,6.617650032,-6.752793789,3.306454659,-6.130114079,-2.568202257,-9.613203049,-0.221836522,-3.935618401,-0.943373382,-5.295485973,2.870246887,-6.60826683,3.818426371
029_OnlyYoufeatTheNotoriousBIGMaseBadBoyRemix.mp3,Blues,0.360452712,0.205672786,2870.68483,2946.878218,6447.927677,0.110726466,-85.38200378,71.83097839,30.76878357,16.611763,2.68947649,12.94047546,-7.185407639,6.617650032,-6.752793789,3.306454659,-6.130114079,-2.568202257,-9.613203049,-0.221836522,-3.935618401,-0.943373382,-5.295485973,2.870246887,-6.60826683,3.818426371
030_TheManILove.mp3,Blues,0.299730867,0.117667645,1655.078307,2133.294525,3520.070381,0.061537043,-169.6738281,111.2816391,8.121035576,29.22202492,10.1339407,15.21427822,-3.544035912,7.632736683,-6.272839069,-1.840810895,2.793955088,-1.011788249,-3.270054579,1.870533109,-5.363605976,5.16439867,-6.409575939,2.795446873,-0.970445216,2.161003828
031_CanUHandleIt.mp3,Blues,0.344163954,0.21390526,2157.989425,2601.983728,4677.755048,0.076024484,-106.1332474,96.84438324,16.9668808,17.02093124,15.08153725,5.442453861,0.947839677,1.583300948,-3.799806118,0.400300682,-3.643113375,-3.912935257,-4.956959248,0.541312456,-1.304818034,1.997258544,-2.979594707,6.988247871,-5.338490963,1.324643731
032_UnBreakMyHeart.mp3,Blues,0.30364424,0.152158514,2462.118358,2680.291162,5643.740873,0.103870498,-106.8938065,84.91201782,18.32482338,31.5892868,9.158836365,11.28431225,2.533061504,11.99581909,-12.24834728,17.69393158,-10.41040707,5.231860161,-4.3606143,-0.296554565,-2.588544369,-1.258104324,-3.83660984,3.163401127,-2.031727314,8.059588432
032_Un-BreakMyHeart.mp3,Blues,0.30364424,0.152158514,2462.118358,2680.291162,5643.740873,0.103870498,-106.8938065,84.91201782,18.32482338,31.5892868,9.158836365,11.28431225,2.533061504,11.99581909,-12.24834728,17.69393158,-10.41040707,5.231860161,-4.3606143,-0.296554565,-2.588544369,-1.258104324,-3.83660984,3.163401127,-2.031727314,8.059588432
033_Shhh.mp3,Blues,0.37991792,0.149195805,3042.577606,2845.920324,6619.418307,0.158600326,-59.52375793,73.22038269,13.74442482,21.81300735,-1.709328651,8.218736649,-6.45693922,3.212851763,-13.47329617,12.70795345,-8.676753998,5.122708797,-3.316673756,0.058953322,-2.14585495,3.281519175,-7.417953491,2.104257584,-5.814498901,-0.87535429
034_Soldier.mp3,Blues,0.41219157,0.207073763,2758.958185,2731.801012,5745.898589,0.109647485,-108.7634506,62.4225769,6.32613802,21.48315239,0.781837285,2.491388083,9.23049736,-0.6814906,2.911943197,9.598527908,-13.41515064,13.15676594,-1.688629031,8.275156975,-0.476943463,6.324028015,6.238693714,10.72127724,8.478831291,8.974509239
035_OneTwoStepfeatMissyElliott.mp3,Blues,0.414143622,0.155895621,2987.54282,2856.183438,6481.510807,0.138313223,-120.0219727,60.16983032,6.384597778,19.39486313,2.809967995,-3.372609138,4.54771328,-2.062227488,-10.41550732,6.490557194,-7.411250591,5.254960537,-8.800680161,2.768518448,-5.182488918,3.498701096,-2.652908087,3.053425312,-3.244754076,2.936620235
"035_One,TwoStep(feat.MissyElliott.mp3",Blues,0.414143622,0.155895621,2987.54282,2856.183438,6481.510807,0.138313223,-120.0219727,60.16983032,6.384597778,19.39486313,2.809967995,-3.372609138,4.54771328,-2.062227488,-10.41550732,6.490557194,-7.411250591,5.254960537,-8.800680161,2.768518448,-5.182488918,3.498701096,-2.652908087,3.053425312,-3.244754076,2.936620235
036_LoveinThisClub(feat.YoungJeezy.mp3,Blues,0.397880375,0.322079718,2454.49552,2652.051362,5488.450145,0.094506987,1.736019373,84.52280426,-1.380635023,16.10382652,9.056096077,8.298142433,-3.405586243,7.765324116,-1.45227921,14.50179863,4.846179008,3.096647501,3.823959589,7.677526474,2.352699995,6.523726463,-3.485928774,7.815337658,-1.912254095,3.873258829
036_LoveinThisClubfeatYoungJeezy.mp3,Blues,0.397880375,0.322079718,2454.49552,2652.051362,5488.450145,0.094506987,1.736019373,84.52280426,-1.380635023,16.10382652,9.056096077,8.298142433,-3.405586243,7.765324116,-1.45227921,14.50179863,4.846179008,3.096647501,3.823959589,7.677526474,2.352699995,6.523726463,-3.485928774,7.815337658,-1.912254095,3.873258829
037_DontStopTilYouGetEnoughSingleVersion.mp3,Blues,0.404892504,0.095826335,3080.395188,2695.432613,6285.453659,0.163668322,-103.5008469,64.3403244,-5.661702633,21.65290833,-0.51185739,9.845741272,-9.83357048,7.479370594,-5.50646162,4.925840378,-8.700081825,5.810281754,-1.96343863,3.888832092,-5.021149158,-0.732872903,-4.087340355,2.493017197,-6.122373581,1.555911183
037_Don'tStop'TilYouGetEnough-SingleVersion.mp3,Blues,0.404892504,0.095826335,3080.395188,2695.432613,6285.453659,0.163668322,-103.5008469,64.3403244,-5.661702633,21.65290833,-0.51185739,9.845741272,-9.83357048,7.479370594,-5.50646162,4.925840378,-8.700081825,5.810281754,-1.96343863,3.888832092,-5.021149158,-0.732872903,-4.087340355,2.493017197,-6.122373581,1.555911183
038_GoneAway.mp3,Blues,0.344016939,0.217012227,2181.358902,2720.943746,5106.027458,0.086381564,-92.07659149,106.4208374,15.50724697,18.1829071,22.6704483,-12.11281681,11.60985088,-0.088356324,-2.49901557,16.02267647,-9.903809547,6.425536156,-1.872937322,4.803416729,-8.15564537,4.040977955,3.04812932,11.20307255,-0.656947017,8.27687645
039_Million.mp3,Blues,0.468242258,0.205740511,2464.8276,2613.926847,5427.550514,0.102624852,-76.77523041,86.51950073,2.486901283,18.5571785,-6.831912041,1.174828887,0.731151462,1.734389305,-0.143584728,2.948153496,-8.651025772,1.707329988,-5.088026524,2.145067453,-5.979486465,1.941857815,-2.100053072,1.386525989,-2.391901731,3.082923651
040_WheneverWhereverWhatever.mp3,Blues,0.287325472,0.141321748,1422.205398,2054.725362,3006.740152,0.041702318,-177.9303894,122.4852066,13.8530426,41.06682968,18.61483192,7.781629562,-2.143502474,3.779098749,-7.967355251,4.246200562,-7.350468159,-3.113872766,-8.310076714,1.250086308,-4.276682377,2.463944912,-3.315925121,2.061091661,-6.603411198,0.964050889
041_AllMyLove.mp3,Blues,0.330111235,0.281903058,2650.857387,2615.439749,5428.892172,0.112290326,-56.85098267,91.87809753,11.21115875,-11.25654221,-21.92372894,-2.105713606,-8.640367508,-7.396046162,-12.85815811,-12.87121773,-16.13636971,-7.14083147,-7.515209198,-3.528443098,-7.717989445,3.756104231,-7.918162346,1.748048544,-4.505643845,-2.560467958
042_SecretAdmirer.mp3,Blues,0.4007985,0.233013615,2801.693689,2748.921129,6034.971841,0.120277806,-67.99750519,64.52955627,11.349123,26.62662888,-3.29046154,3.662351608,-3.126387835,0.389621854,-9.904167175,6.205637455,-8.135157585,-2.213251829,-3.526401997,2.772070885,-7.246565342,4.615865707,-6.346127033,1.973231792,-3.371422052,5.442224026
043_teachme.mp3,Blues,0.368392766,0.287502468,2717.702559,2746.202403,6049.321754,0.117869658,-21.96159363,69.89437103,21.81075859,35.3524704,-0.661234677,15.33054352,-4.327039719,3.553527355,-9.11170578,7.201499939,-0.595832288,2.692980766,-0.832375824,6.432602882,-2.779844522,-2.884183168,-7.475170135,0.182766274,-6.153736115,4.474298
044_LoveLikeThis.mp3,Blues,0.359006017,0.18967244,2725.307867,2815.40175,6055.538383,0.123052922,-74.80888367,72.89579773,2.643383026,17.7201004,10.91373253,8.01470089,3.659027815,3.008914471,4.504633904,11.50601673,-2.568319798,1.353329062,-1.698918104,1.973583698,-2.029663801,-0.813085616,-1.187646866,6.426815987,0.98783803,5.777043819
045_Selfish(feat.Rihanna.mp3,Blues,0.422861397,0.264044464,1847.232666,2195.054866,3902.001405,0.060326544,-128.4330444,91.21656036,-7.09676075,30.67825699,8.604599953,20.21107483,15.43582916,2.219707012,18.48771286,10.00303745,7.42822361,8.573515892,1.928540111,8.303544998,1.141992569,8.859161377,2.204491377,4.556851387,-1.298534989,5.534194946
045_SelfishfeatRihanna.mp3,Blues,0.422861397,0.264044464,1847.232666,2195.054866,3902.001405,0.060326544,-128.4330444,91.21656036,-7.09676075,30.67825699,8.604599953,20.21107483,15.43582916,2.219707012,18.48771286,10.00303745,7.42822361,8.573515892,1.928540111,8.303544998,1.141992569,8.859161377,2.204491377,4.556851387,-1.298534989,5.534194946
046_ThankGodIFoundYou(feat.Joe&98∞.mp3,Blues,0.367998153,0.283188462,3072.583248,2999.729178,6881.891719,0.136152238,4.248691082,68.17763519,16.8025322,25.19677353,7.592255592,7.953800678,3.677253246,-0.989198267,-6.483934402,9.270976067,-10.69720078,3.433372974,-4.021306515,-0.256211698,-3.911889315,-0.279835522,-6.467199802,3.823716164,-8.005926132,5.734820366
046_ThankGodIFoundYoufeatJoe98.mp3,Blues,0.367998153,0.283188462,3072.583248,2999.729178,6881.891719,0.136152238,4.248691082,68.17763519,16.8025322,25.19677353,7.592255592,7.953800678,3.677253246,-0.989198267,-6.483934402,9.270976067,-10.69720078,3.433372974,-4.021306515,-0.256211698,-3.911889315,-0.279835522,-6.467199802,3.823716164,-8.005926132,5.734820366
047_AnotherSadLoveSong.mp3,Blues,0.417541891,0.166866511,3203.466385,2958.009889,6985.699425,0.153595821,-61.33362579,58.75125885,16.63336754,28.15001297,4.360383987,9.482501984,5.447107792,9.267324448,-3.33610034,16.09432793,-8.673254013,0.972419679,-2.871201038,1.055087686,-3.413394213,3.801668644,-2.544147015,3.089695215,-6.911353588,-1.825013399
048_Girlfriend.mp3,Blues,0.400091738,0.251538694,2932.092799,2814.141258,6401.777956,0.132029436,-22.74578857,67.86353302,-1.091495514,4.968035698,-4.036037922,-2.478199959,-14.12935638,6.09478426,-12.33093452,7.025535583,-4.937768459,3.048346281,0.809351563,5.499450684,-1.086953044,1.227423429,-5.047943592,6.547861576,-3.604959965,-0.150522918
049_INeedaGirl(Pt.1)[feat.Usher&Loon.mp3,Blues,0.374814302,0.243888319,2183.948809,2613.488694,4768.496166,0.079659382,-57.00934982,97.9319458,6.654848576,15.1490469,13.78909016,-0.304640442,-1.154333949,3.977238178,-9.380880356,4.84010601,0.997504354,-0.45726338,-2.361894369,1.785972238,-4.375349998,2.561523199,-5.749859333,3.326108456,-5.324137211,1.953384638
049_INeedaGirlPt1featUsherLoon.mp3,Blues,0.374814302,0.243888319,2183.948809,2613.488694,4768.496166,0.079659382,-57.00934982,97.9319458,6.654848576,15.1490469,13.78909016,-0.304640442,-1.154333949,3.977238178,-9.380880356,4.84010601,0.997504354,-0.45726338,-2.361894369,1.785972238,-4.375349998,2.561523199,-5.749859333,3.326108456,-5.324137211,1.953384638
050_WhatsLuvfeatJaRuleAshanti.mp3,Blues,0.379256606,0.215683192,2873.319374,2717.864912,5947.130705,0.137086095,-92.48457336,63.03442001,0.428286821,10.92501926,-3.175641775,3.070201159,-1.780559897,-0.827539384,-2.060853481,0.242221802,-6.969564915,0.45084998,-2.242974997,1.817827225,-5.48354435,4.496658325,-3.319339037,2.602203369,0.239768773,2.520912647
051_IfIAintGotYoufeatUsher.mp3,Blues,0.351326495,0.237322643,2030.860814,2278.493602,4184.683029,0.092600725,-52.93916702,104.3838043,-6.447732925,25.57784081,5.049013138,7.30612278,2.088311911,8.583776474,-3.720515013,6.482867718,-4.384923935,-3.314866543,-0.164337352,4.285958767,-1.521791816,8.603708267,-2.026894093,4.361543655,-2.640760899,0.996743381
